ConditionID,StimPresent,Correct,RT,Confidence,ImageryCheck
1,0,1,2211.59999999963,80,1
1,1,1,691,100,1
1,1,1,482.5,81,1
1,1,1,480.900000000373,82,1
1,0,1,410.099999999627,100,1
1,1,1,1195,38,1
1,1,1,477.099999999627,93,1
1,1,0,598.900000000373,74,1
1,1,1,440.39999999851,97,1
1,1,1,493.099999999627,76,1
1,0,1,238.599999999627,88,1
1,1,1,283,86,1
1,0,1,193.199999999255,100,1
1,0,0,824.699999999255,30,1
1,1,1,268.099999999627,75,1
1,0,1,278.099999999627,95,1
1,0,1,305.5,95,1
1,0,1,266.299999998882,100,1
1,0,1,1385.19999999925,59,1
1,0,0,531.099999999627,81,1
1,0,1,752.60000000149,62,1
1,1,0,24118.3999999985,71,1
1,1,1,420.199999999255,94,1
1,0,1,830.5,67,1
3,1,0,1511.80000000075,86,0
3,1,1,360.599999999627,100,0
3,1,1,1744.70000000112,100,0
3,1,0,686,62,0
3,0,0,797.5,90,0
3,0,0,269.5,100,0
3,0,1,2409.20000000112,81,0
3,0,0,325.700000001118,100,0
3,1,0,349.599999999627,35,0
3,0,0,496.5,70,0
3,0,0,298,100,0
3,0,1,947.699999999255,43,0
3,0,0,565.5,58,0
3,1,1,208.699999999255,73,0
3,0,0,326.299999998882,19,0
3,1,0,255.099999999627,99,0
3,1,0,269.099999999627,88,0
3,0,0,458.400000000373,47,0
3,1,0,292.099999999627,78,0
3,0,0,524.599999999627,67,0
3,0,0,268.89999999851,99,0
3,1,0,289.599999999627,72,0
3,1,0,341.199999999255,95,0
3,1,1,320,54,0
2,1,1,1063,97,1
2,0,0,553.300000000745,98,1
2,1,0,271.5,90,1
2,0,0,307,85,1
2,0,1,460.099999999627,99,1
2,0,1,375.199999999255,91,1
2,1,0,594.599999999627,99,1
2,1,1,330.200000001118,67,1
2,0,1,301.599999999627,100,1
2,0,0,483.599999999627,64,1
2,1,1,299.60000000149,85,1
2,0,1,274.400000000373,76,1
2,0,1,928.400000000373,100,1
2,0,0,401.199999999255,87,1
2,1,0,891.5,74,1
2,0,1,815.800000000745,82,1
2,1,0,494.599999999627,95,1
2,1,1,303.099999999627,60,1
2,1,0,831.700000001118,41,1
2,1,1,647.400000000373,92,1
2,0,1,743.900000000373,83,1
2,0,0,2451.29999999888,54,1
2,1,1,254.099999999627,100,1
2,1,0,378.699999999255,90,1
2,0,0,326.199999999255,100,1
2,0,1,376.700000001118,86,1
2,0,0,259.60000000149,100,1
2,0,1,1594.60000000149,37,1
2,1,1,390,100,1
2,0,0,795.200000001118,36,1
2,1,0,288.299999998882,71,1
2,0,0,368.89999999851,86,1
2,0,0,601.599999999627,38,1
2,1,0,270.300000000745,81,1
2,1,1,288.199999999255,100,1
2,0,0,855.5,69,1
2,1,0,814.60000000149,76,1
2,1,1,458.199999999255,99,1
2,1,0,2760.30000000075,69,1
2,0,0,241.400000000373,96,1
2,1,1,546.700000001118,91,1
2,1,0,12918.0999999996,72,1
2,0,0,453,94,1
2,1,1,308.60000000149,99,1
2,0,0,310.800000000745,91,1
2,1,1,303.099999999627,99,1
2,0,1,378.599999999627,63,1
2,1,0,268.799999998882,87,1
1,1,0,1572.69999999925,98,1
1,0,1,545,95,1
1,0,1,413.5,100,1
1,1,0,263.099999999627,100,1
1,0,1,275,100,1
1,1,0,257.5,100,1
1,1,0,362,100,1
1,1,0,540.599999999627,100,1
1,1,0,285.299999998882,99,1
1,1,0,307.799999998882,90,1
1,1,1,1085.5,25,1
1,0,1,496.099999999627,95,1
1,1,0,205.699999999255,93,1
1,0,1,823.199999999255,96,1
1,0,1,974.200000001118,100,1
1,0,1,661.099999999627,92,1
1,0,0,1916.30000000075,28,1
1,0,1,570.199999999255,90,1
1,0,1,273.5,96,1
1,0,1,493.199999999255,86,1
1,1,0,1622.30000000075,83,1
1,1,0,1964.29999999888,100,1
1,1,0,992.5,66,1
1,0,1,399.799999998882,86,1
3,1,0,342.299999998882,88,1
3,1,1,1232.89999999851,97,1
3,0,1,524.699999999255,96,1
3,0,1,709.299999998882,95,1
3,0,1,465.199999999255,100,1
3,0,1,381.400000000373,98,1
3,1,1,514.199999999255,35,1
3,0,0,624.799999998882,28,1
3,0,1,273.299999998882,85,1
3,1,0,266,100,1
3,1,0,396.300000000745,100,1
3,1,1,526.700000001118,39,1
3,0,0,2086.30000000075,60,1
3,1,0,692.400000000373,97,1
3,0,1,560.199999999255,98,1
3,0,0,1542.5,10,1
3,1,0,1795.30000000075,61,1
3,0,1,645.199999999255,83,1
3,1,0,1483.59999999963,88,1
3,0,0,289.900000000373,68,1
3,1,0,257.800000000745,88,1
3,1,0,365.400000000373,86,1
3,1,1,363.200000001118,34,1
3,0,1,807.300000000745,71,1
1,0,1,728.800000000745,69,1
1,1,0,261.5,88,1
1,1,1,250.099999999627,100,1
1,1,0,250.400000000373,100,1
1,1,0,257.60000000149,90,1
1,1,1,263.900000000373,100,1
1,1,0,228.5,88,1
1,0,1,214.800000000745,99,1
1,0,1,823.300000000745,89,1
1,1,1,290.400000000373,100,1
1,0,1,411.799999998882,91,1
1,0,0,622.299999998882,64,1
1,0,1,524.39999999851,85,1
1,0,1,299.599999999627,98,1
1,1,1,272.900000000373,47,1
1,0,1,9428.09999999963,90,1
1,0,0,598.299999998882,74,1
1,1,0,345.699999999255,95,1
1,1,0,401.300000000745,91,1
1,0,0,1615.40000000037,61,1
1,0,0,262.199999999255,96,1
1,1,1,273.199999999255,79,1
1,0,1,321.5,100,1
1,1,0,215.199999999255,100,1
2,0,0,1077.40000000037,100,1
2,0,1,507.900000000373,97,1
2,1,1,317.300000000745,99,1
2,0,0,955.800000000745,88,1
2,0,1,317.099999999627,97,1
2,1,1,586.300000000745,72,1
2,1,0,473.400000000373,65,1
2,1,0,268,100,1
2,0,1,273.599999999627,90,1
2,0,1,272.599999999627,85,1
2,0,0,278.800000000745,72,1
2,1,0,347.900000000373,89,1
2,0,0,574.599999999627,61,1
2,0,0,354.599999999627,82,1
2,1,0,265.5,100,1
2,1,0,355.900000000373,78,1
2,1,0,731.800000000745,87,1
2,0,1,266.10000000149,47,1
2,0,0,235,70,1
2,1,0,326.699999999255,75,1
2,1,0,356.5,64,1
2,0,1,1877.60000000149,80,1
2,1,1,600,58,1
2,1,0,209.200000001118,83,1
2,0,0,289.800000000745,92,0
2,0,1,327.400000000373,74,0
2,1,1,258.099999999627,100,0
2,1,0,1094.40000000037,100,0
2,0,0,301.400000000373,70,0
2,1,1,265.5,89,0
2,1,1,407.400000000373,71,0
2,0,1,370.5,36,0
2,0,0,512.5,69,0
2,0,1,256.099999999627,90,0
2,0,1,391,87,0
2,1,0,236.10000000149,92,0
2,0,0,319.199999999255,100,0
2,1,1,800.5,70,0
2,0,1,509.099999999627,86,0
2,0,1,288.799999998882,37,0
2,0,0,383.799999998882,81,0
2,0,0,301.39999999851,55,0
2,1,1,370.5,96,0
2,1,0,335.300000000745,76,0
2,1,0,423.300000000745,90,0
2,1,1,512.599999999627,73,0
2,1,0,273.299999998882,60,0
2,1,0,275.400000000373,81,0
1,0,1,334.900000000373,87,1
1,1,1,362,95,1
1,1,1,768.799999998882,24,1
1,1,0,235.599999999627,81,1
1,0,1,280,84,1
1,0,0,280.299999998882,58,1
1,1,0,312.39999999851,100,1
1,1,0,463.199999999255,86,1
1,0,0,1533.60000000149,66,1
1,0,0,261.300000000745,84,1
1,0,1,239.599999999627,100,1
1,1,1,256.299999998882,100,1
1,0,1,258.700000001118,91,1
1,0,0,918.599999999627,72,1
1,1,1,258.299999998882,97,1
1,0,1,223.5,100,1
1,1,0,254.099999999627,100,1
