ConditionID,StimPresent,Correct,RT,Confidence,ImageryCheck
1,0,1,3862.39999997616,39,1
1,1,0,421.100000023842,41,1
1,1,0,1254.39999997616,26,1
1,1,0,2162.29999995232,30,1
1,0,1,639.799999952316,22,1
1,1,0,512.399999976158,23,1
1,0,1,808.399999976158,19,1
1,0,1,641,19,1
1,1,1,1806.79999995232,32,1
1,0,1,423.700000047684,30,1
1,1,1,5966.10000002384,38,1
1,0,1,5895.10000002384,29,1
1,1,1,676.700000047684,59,1
1,0,1,504.300000071526,56,1
1,0,1,1078,53,1
1,0,0,838.299999952316,54,1
1,1,1,682,53,1
1,1,1,542.599999904633,56,1
1,0,0,406.600000023842,52,1
1,0,1,357.700000047684,40,1
1,0,0,1022.29999995232,29,1
1,1,1,989.399999976158,53,1
1,1,1,957.900000095367,72,1
1,1,1,563.900000095367,79,1
3,1,1,1693.20000004768,64,1
3,0,0,815.899999976158,59,1
3,0,0,702.700000047684,57,1
3,0,1,564.199999928474,45,1
3,0,1,1281.90000009537,41,1
3,1,1,567.899999976158,56,1
3,0,1,3246.70000004768,55,1
3,1,1,584.399999976158,57,1
3,0,1,870.100000023842,58,1
3,0,0,839.600000023842,62,1
3,0,1,628.099999904633,58,1
3,1,1,622.5,63,1
3,0,1,966.800000071526,40,1
3,0,1,3615,45,1
3,1,1,328.399999976158,63,1
3,1,1,479.5,76,1
3,0,1,423,55,1
3,1,1,383.699999928474,62,1
3,1,1,619.800000071526,66,1
3,1,1,311.399999976158,73,1
3,1,1,367.5,70,1
3,1,1,416.899999976158,64,1
3,1,1,498.100000023842,59,1
3,0,0,864.600000023842,62,1
3,1,1,935.599999904633,63,1
3,0,1,671.400000095367,36,1
3,0,0,496.700000047684,58,1
3,1,1,370.799999952316,61,1
3,1,1,455.299999952316,58,1
3,0,1,463.600000023842,55,1
3,0,1,528,42,1
3,0,1,692.800000071526,44,1
3,0,0,619.5,56,1
3,0,1,952.099999904633,53,1
3,1,1,784.599999904633,55,1
3,1,1,389.199999928474,60,1
3,0,1,1099.79999995232,56,1
3,1,1,621.5,57,1
3,0,0,6415.79999995232,39,1
3,1,1,1996.20000004768,55,1
3,0,1,873.200000047684,42,1
3,1,1,452,60,1
3,1,1,1180.69999992847,24,1
3,1,0,2207.89999997616,33,1
3,0,1,372.399999976158,56,1
3,1,1,575.899999976158,57,1
3,1,0,4364.19999992847,55,1
3,0,1,9976,26,1
1,1,1,624.100000023842,65,1
1,1,1,495,61,1
1,0,1,519.200000047684,42,1
1,0,0,420.700000047684,56,1
1,1,1,450.5,58,1
1,0,1,638.700000047684,55,1
1,0,0,399.699999928474,36,1
1,1,1,480,73,1
1,1,1,576.799999952316,65,1
1,1,1,496.200000047684,62,1
1,0,1,684.600000023842,59,1
1,1,1,424.399999976158,69,1
1,1,1,482.5,66,1
1,0,1,486.100000023842,40,1
1,1,1,423.599999904633,65,1
1,0,0,906.200000047684,39,1
1,1,1,383.600000023842,61,1
1,0,1,537.399999976158,41,1
1,0,0,428.800000071526,60,1
1,1,1,500.400000095367,66,1
1,0,1,688.399999976158,35,1
1,1,1,399.5,59,1
1,0,1,456,53,1
1,0,1,559.399999976158,0,1
3,1,1,582.899999976158,64,1
3,1,1,801.200000047684,70,1
3,1,1,521.800000071526,68,1
3,0,0,725.700000047684,62,1
3,1,1,713,65,1
3,0,0,479.399999976158,71,1
3,1,1,443.300000071526,68,1
3,0,1,928.300000071526,62,1
3,1,1,338.800000071526,62,1
3,1,1,432.299999952316,65,1
3,1,1,560.799999952316,68,1
3,0,1,386.699999928474,26,1
3,0,0,394.5,60,1
3,0,0,611.399999976158,60,1
3,0,0,383.800000071526,60,1
3,0,1,391.5,58,1
3,0,1,720.700000047684,56,1
3,1,1,503.200000047684,67,1
3,0,0,395.700000047684,59,1
3,0,1,524.799999952316,40,1
3,1,1,448.599999904633,81,1
3,1,1,505.599999904633,78,1
3,0,1,845.800000071526,60,1
3,1,1,416.5,94,1
2,0,0,704.399999976158,30,1
2,1,1,376.5,71,1
2,1,1,403.200000047684,81,1
2,1,1,412.699999928474,89,1
2,1,1,455.099999904633,78,1
2,1,1,536.5,33,1
2,1,1,471.600000023842,37,1
2,1,1,592.299999952316,35,1
2,0,1,301.799999952316,57,1
2,0,1,473.300000071526,55,1
2,0,1,518.199999928474,59,1
2,0,1,533.700000047684,62,1
2,0,1,502.299999952316,63,1
2,1,1,457.100000023842,60,1
2,0,0,648.300000071526,23,1
2,0,1,833.600000023842,58,1
2,0,1,662.800000071526,37,1
2,0,1,694.600000023842,54,1
2,1,1,356.399999976158,75,1
2,0,1,8575,53,1
2,1,1,409.399999976158,38,1
2,1,1,412,57,1
2,1,1,432.299999952316,67,1
2,0,1,392.299999952316,61,1
2,0,0,1737,52,1
2,1,1,472.800000071526,65,1
2,0,1,503.200000047684,60,1
2,1,1,288.700000047684,66,1
2,0,1,537,41,1
2,0,0,1405.60000002384,19,1
2,1,1,249.700000047684,100,1
2,1,1,304.399999976158,100,1
2,0,1,875.600000023842,56,1
2,0,1,3070.80000007153,42,1
2,0,0,729.5,62,1
2,1,1,296.199999928474,93,1
2,1,1,345.800000071526,84,1
2,1,1,337.599999904633,78,1
2,1,1,296.899999976158,86,1
2,1,1,290.600000023842,79,1
2,1,1,317.799999952316,79,1
2,1,1,263,77,1
2,0,0,558.800000071526,38,1
2,0,1,663.600000023842,43,1
2,0,1,440.600000023842,56,1
2,1,1,281.300000071526,78,1
2,0,1,564.400000095367,57,1
2,0,1,399.899999976158,57,1
1,1,1,776.700000047684,84,1
1,0,0,364.200000047684,59,1
1,1,1,343.899999976158,65,1
1,0,1,539.399999976158,42,1
1,1,1,324.100000023842,59,1
1,1,1,501.399999976158,60,1
1,1,1,322.600000023842,65,1
1,0,1,449.300000071526,56,1
1,1,1,392.600000023842,62,1
1,1,1,379.399999976158,64,1
1,1,1,369.700000047684,66,1
1,0,1,971.899999976158,60,1
1,0,1,577,39,1
1,0,1,617.699999928474,35,1
1,1,1,369.800000071526,41,1
1,0,1,361.800000071526,44,1
1,1,1,436.199999928474,58,1
1,0,1,3017.29999995232,51,1
1,0,1,721.700000047684,42,1
1,0,1,633.800000071526,43,1
1,0,1,563.799999952316,52,1
1,1,1,273.200000047684,58,1
1,1,1,368.700000047684,68,1
1,0,1,417,56,1
2,0,1,633.299999952316,40,0
2,0,1,592.399999976158,44,0
2,1,1,423.300000071526,64,0
2,1,0,601.800000071526,42,0
2,1,0,654.899999976158,40,0
2,0,0,1247.70000004768,32,0
2,1,0,2400.39999997616,41,0
2,1,1,377.899999976158,60,0
2,0,1,945.699999928474,40,0
2,1,1,336.899999976158,61,0
2,1,1,372.700000047684,58,0
2,0,1,491.099999904633,59,0
2,0,1,1691.80000007153,53,0
2,1,1,258,59,0
2,1,1,303.299999952316,62,0
2,1,0,1878.79999995232,22,0
2,0,1,657.299999952316,59,0
2,1,1,457.399999976158,60,0
2,0,1,1582,53,0
2,0,1,580.5,53,0
2,0,1,567.5,58,0
2,0,1,359,56,0
2,1,1,418.700000047684,62,0
2,0,1,513,58,0
2,0,0,1025,57,1
2,1,1,642.100000023842,59,1
2,0,1,826.200000047684,59,1
2,0,1,506.600000023842,42,1
2,1,1,880.100000023842,61,1
2,0,1,1166.89999997616,40,1
2,0,1,639.300000071526,40,1
2,1,1,415.699999928474,57,1
2,0,0,505.199999928474,58,1
2,0,1,1370.70000004768,42,1
2,0,1,605.5,54,1
2,1,1,369.799999952316,59,1
2,1,1,466.599999904633,70,1
2,1,1,548.699999928474,65,1
2,1,1,377.399999976158,65,1
2,1,1,561,67,1
2,1,1,479.799999952316,64,1
2,0,1,550.600000023842,56,1
2,0,1,695.799999952316,55,1
2,1,1,496.899999976158,59,1
2,0,1,609.899999976158,58,1
2,1,1,411.899999976158,63,1
2,1,1,633.299999952316,63,1
2,0,0,904.600000023842,42,1
1,1,1,4320.09999990463,60,1
1,1,1,777.700000047684,60,1
1,1,1,417.899999976158,62,1
1,1,1,385.600000023842,65,1
1,0,1,511.399999976158,56,1
1,1,1,361.700000047684,60,1
1,0,1,1304.5,45,1
1,1,1,378.5,60,1
1,1,1,386.600000023842,65,1
1,0,1,1317.80000007153,41,1
1,0,1,537.700000047684,60,1
1,0,1,516.199999928474,55,1
1,1,1,315.200000047684,64,1
1,0,1,394,58,1
1,0,1,649,65,1
1,0,1,389.5,59,1
1,0,1,439.699999928474,59,1
1,0,1,366.300000071526,58,1
1,1,1,377.399999976158,65,1
1,0,1,1492.80000007153,42,1
1,0,1,408.700000047684,39,1
1,1,1,361.899999976158,67,1
1,1,1,1320.40000009537,60,1
1,1,1,373.899999976158,70,1
3,1,1,1126.5,66,1
3,0,1,1994.39999997616,34,1
3,1,1,538.299999952316,60,1
3,0,1,699.799999952316,40,1
3,0,1,2385.89999997616,37,1
3,1,1,450.699999928474,62,1
3,1,1,547.300000071526,60,1
3,0,1,870.399999976158,42,1
3,0,1,1607.89999997616,49,1
3,1,1,611,62,1
3,1,0,960.799999952316,36,1
3,0,0,1450.79999995232,58,1
3,0,1,745.899999976158,58,1
3,1,1,995.200000047684,58,1
3,0,1,759.5,42,1
3,0,1,4448,41,1
3,0,0,529.199999928474,68,1
3,1,0,1393.60000002384,55,1
3,1,0,633.600000023842,53,1
3,1,1,553,58,1
3,1,1,662.100000023842,56,1
3,0,1,346.600000023842,55,1
3,1,1,502.200000047684,58,1
3,0,1,482.100000023842,44,1
