ConditionID,StimPresent,Correct,RT,Confidence,ImageryCheck
2,1,0,3438.5,41,1
2,1,1,1007.80000001192,92,1
2,0,0,1903.5,47,1
2,1,1,611.5,88,1
2,0,0,2117.80000001192,47,1
2,1,1,1076.90000000596,67,1
2,0,0,1494.5,56,1
2,1,1,1108.90000000596,65,1
2,1,1,646.800000011921,68,1
2,0,0,1503.69999998808,43,1
2,0,0,1325.90000000596,39,1
2,0,1,1442.79999998212,43,1
2,1,1,752.09999999404,81,1
2,1,1,790,79,1
2,0,0,889.09999999404,58,1
2,1,1,1187.30000001192,66,1
2,0,0,630.90000000596,47,1
2,1,1,769.199999988079,65,1
2,0,1,951.699999988079,43,1
2,1,1,737.300000011921,70,1
2,0,0,1127.10000002384,65,1
2,0,0,1441.59999999404,42,1
2,1,1,772.699999988079,70,1
2,0,0,1956.09999999404,46,1
2,0,0,1713,39,1
2,1,0,906.200000017881,60,1
2,1,0,866.700000017881,61,1
2,1,0,1006.40000000596,61,1
2,0,0,943.5,41,1
2,1,0,1248.80000001192,61,1
2,0,0,503.699999988079,45,1
2,1,1,1092.5,33,1
2,0,0,825.5,55,1
2,1,1,801.699999988079,57,1
2,1,1,927,46,1
2,1,1,1281,42,1
2,0,0,1092.59999999404,38,1
2,0,0,1002.09999999404,44,1
2,0,1,2459.29999998212,58,1
2,1,1,885.300000011921,45,1
2,1,0,1527.5,60,1
2,0,1,681.40000000596,69,1
2,0,1,584.700000017881,62,1
2,1,0,1681.29999998212,61,1
2,0,1,735.199999988079,65,1
2,0,1,1133.30000001192,61,1
2,1,1,624.59999999404,61,1
2,0,1,1044.80000001192,60,1
2,1,1,801.399999976158,96,1
2,1,1,402.299999982119,100,1
2,0,0,903,68,1
2,1,1,538.5,82,1
2,0,0,582.90000000596,72,1
2,1,1,718.40000000596,79,1
2,0,0,615.09999999404,58,1
2,0,0,476.59999999404,64,1
2,1,1,355.200000017881,64,1
2,0,1,481,76,1
2,1,1,570.59999999404,82,1
2,0,1,456.5,72,1
2,0,0,399.699999988079,68,1
2,0,0,866.40000000596,58,1
2,0,0,929.399999976158,53,1
2,1,1,744.600000023842,75,1
2,1,1,506.600000023842,83,1
2,0,0,728.59999999404,57,1
2,1,1,852.299999982119,65,1
2,1,1,492.300000011921,70,1
2,1,1,938.699999988079,68,1
2,0,1,655.699999988079,72,1
2,0,1,708.600000023842,82,1
2,1,1,550.40000000596,81,1
3,0,0,523.800000011921,54,1
3,0,0,917.200000017881,44,1
3,1,1,610.199999988079,63,1
3,1,1,697.59999999404,57,1
3,1,1,944.5,55,1
3,0,0,653.5,57,1
3,1,1,558.40000000596,62,1
3,1,1,436,62,1
3,1,1,528.59999999404,67,1
3,1,1,1146.29999998212,57,1
3,1,0,1247.69999998808,62,1
3,0,0,673.09999999404,57,1
3,0,0,1531.70000001788,55,1
3,1,0,1097.59999999404,69,1
3,0,1,602.899999976158,77,1
3,1,0,1016.70000001788,73,1
3,0,0,514.09999999404,61,1
3,1,0,1407.80000001192,64,1
3,0,1,1264.80000001192,92,1
3,1,0,933.5,70,1
3,0,1,855.800000011921,74,1
3,0,1,1063.30000001192,70,1
