ConditionID,StimPresent,Correct,RT,Confidence,ImageryCheck
1,1,1,2070.40000009537,84,1
1,1,1,1301.30000007153,83,1
1,0,1,1321.89999997616,100,1
1,0,1,1112.80000007153,100,1
1,1,1,1121.79999995232,100,1
1,1,1,1078,87,1
1,0,1,1115.20000004768,100,1
1,0,1,807.599999904633,100,1
1,0,1,1137.10000002384,100,1
1,0,1,468.5,100,1
1,1,1,950.800000071526,82,1
1,1,1,1324.19999992847,72,1
1,1,1,1103.60000002384,76,1
1,0,1,950.600000023842,88,1
1,0,1,2756.79999995232,88,1
1,1,1,1078.10000002384,90,1
1,1,1,1295.20000004768,84,1
1,0,1,807.300000071526,100,1
1,1,1,1327.39999997616,76,1
1,1,0,1234.5,68,1
1,0,1,841.899999976158,100,1
1,1,1,1730.60000002384,71,1
1,0,1,569.399999976158,100,1
1,0,1,994.599999904633,100,1
2,0,1,2532.10000002384,100,1
2,1,1,1096.70000004768,85,1
2,1,1,1156.20000004768,86,1
2,0,1,782.899999976158,100,1
2,0,1,1063.39999997616,100,1
2,1,1,694.100000023842,80,1
2,1,1,973.899999976158,79,1
2,0,1,1085.89999997616,100,1
2,1,1,1045,83,1
2,1,1,745,100,1
2,1,1,7722.80000007153,86,1
2,0,1,9282.39999997616,89,1
2,0,1,11375.6000000238,82,1
2,0,1,1548,100,1
2,0,1,1427.19999992847,100,1
2,0,1,2890.20000004768,100,1
2,1,1,988.800000071526,93,1
2,1,1,905.800000071526,89,1
2,0,0,19122.2999999523,84,1
2,0,1,1116.69999992847,100,1
2,1,1,876.399999976158,88,1
2,0,1,17529.8000000715,100,1
2,1,1,39235.6000000238,100,1
2,1,1,6139.60000002384,87,1
3,1,1,2528.70000004768,90,0
3,1,1,1181.79999995232,100,0
3,1,1,1342.5,99,0
3,0,1,1125.60000002384,100,0
3,0,1,1781.79999995232,100,0
3,1,1,964.700000047684,100,0
3,1,1,1312.70000004768,63,0
3,1,1,1041.39999997616,74,0
3,0,1,1105.20000004768,98,0
3,0,1,2072.09999990463,99,0
3,0,1,940.5,100,0
3,1,1,891.700000047684,84,0
3,0,1,1000.10000002384,100,0
3,1,1,968,98,0
3,0,1,1331.69999992847,100,0
3,0,1,32724.7999999523,100,0
3,1,1,1127,98,0
3,0,1,992.299999952316,100,0
3,1,1,1040.60000002384,100,0
3,0,1,2573.10000002384,100,0
3,0,1,10223.8999999762,100,0
3,1,1,844.700000047684,100,0
3,0,0,8727.60000002384,73,0
3,1,1,2839.39999997616,100,0
2,1,1,9283,82,1
2,0,1,1555.30000007153,100,1
2,1,1,876.100000023842,74,1
2,1,1,903.799999952316,84,1
2,0,0,1550,69,1
2,0,1,1146.70000004768,100,1
2,0,1,5176.39999997616,100,1
2,0,1,1014.80000007153,100,1
2,0,1,2373.80000007153,100,1
2,1,1,1134,91,1
2,0,1,1431.19999992847,93,1
2,1,1,1049.39999997616,100,1
2,1,1,1145.10000002384,100,1
2,1,1,931.299999952316,100,1
2,0,1,20290.6999999285,100,1
2,0,1,5706,86,1
2,0,1,1658.89999997616,100,1
2,1,1,970.199999928474,97,1
2,0,1,1806.70000004768,100,1
2,0,1,2623.5,93,1
2,1,1,913.799999952316,85,1
2,1,1,16727.3000000715,94,1
2,1,1,36418.2999999523,100,1
2,1,1,2674.89999997616,100,1
3,1,1,1113.5,100,1
3,0,1,1284.69999992847,100,1
3,1,1,1324.60000002384,100,1
3,0,1,2165.89999997616,100,1
3,1,1,5602.09999990463,100,1
3,0,1,1060.39999997616,100,1
3,0,1,1186.29999995232,100,1
3,0,1,951,100,1
3,0,1,1104.10000002384,100,1
3,1,1,895.700000047684,91,1
3,1,1,464.899999976158,100,1
3,0,1,1297.30000007153,100,1
3,0,1,1617.10000002384,100,1
3,1,1,790.200000047684,100,1
3,1,1,617.799999952316,100,1
